Date,Tavg,Tmin ,Tmax,Humidity,Wind speed,Pressure,Phenomenon Weather
11/04/2018,11,7,13,89,8,1008,Rainy 
12/04/2018,11,8,16,88,12,1005,Lightning 
13/04/2018,12,8,16,81,5,1013,Rainy 
14/04/2018,14,9,20,69,4,1020,Sunny
15/04/2018,14,10,18,74,4,1013,Rainy 
16/04/2018,17,11,23,67,4,1011,Sunny
17/04/2018,18,12,24,66,7,1020,Sunny
18/04/2018,19,14,25,62,7,1027,Sunny
19/04/2018,19,12,24,57,6,1027,Sunny
20/04/2018,20,12,27,55,5,1024,Sunny
21/04/2018,21,13,27,54,5,1019,Sunny
22/04/2018,20,14,27,52,6,1017,Sunny
23/04/2018,20,13,28,56,6,1016,Sunny
24/04/2018,21,15,26,53,7,1016,Sunny
25/04/2018,22,17,27,48,9,1015,Sunny
26/04/2018,21,16,26,58,9,1011,Sunny
27/04/2018,19,16,22,63,14,1014,Sunny
28/04/2018,20,13,25,62,7,1013,Rainy 
29/04/2018,21,17,26,59,13,1009,Lightning 
30/04/2018,18,12,22,47,12,1009,Rainy 
01/05/2018,15,11,19,56,10,1012,Rainy 
02/05/2018,13,12,14,89,5,1010,Rainy 
03/05/2018,15,12,19,91,7,1006,Rainy 
04/05/2018,18,15,24,83,9,1010,Rainy 
05/05/2018,19,13,24,71,6,1016,Sunny
06/05/2018,20,13,27,75,7,1016,Foggy 
07/05/2018,20,17,23,66,9,1015,Lightning 
08/05/2018,20,14,26,67,8,1009,Lightning 
09/05/2018,18,15,23,78,8,1007,Lightning 
10/05/2018,20,15,24,69,5,1010,Sunny
11/05/2018,20,14,26,72,7,1015,Lightning 
12/05/2018,20,16,25,75,5,1014,Lightning 
13/05/2018,19,14,24,68,10,1010,Lightning 
14/05/2018,15,11,19,65,10,1010,Rainy 
15/05/2018,14,11,17,72,11,1010,Rainy 
16/05/2018,16,11,22,74,7,1012,Lightning 
17/05/2018,19,13,22,69,7,1015,Rainy 
18/05/2018,20,15,24,63,7,1016,Lightning 
19/05/2018,20,15,25,62,9,1016,Sunny
20/05/2018,19,16,24,69,9,1016,Lightning 
21/05/2018,19,14,25,72,8,1015,Lightning 
22/05/2018,17,16,20,85,6,1014,Rainy 
23/05/2018,20,16,26,73,5,1016,Rainy 
24/05/2018,22,15,27,67,5,1016,Sunny
25/05/2018,24,16,30,60,5,1015,Sunny
26/05/2018,24,19,30,64,7,1018,Sunny
27/05/2018,24,19,30,65,8,1018,Sunny
28/05/2018,22,18,26,72,9,1018,Lightning 
29/05/2018,22,19,26,75,6,1016,Rainy 
30/05/2018,23,18,26,75,7,1015,Lightning 
31/05/2018,22,17,27,74,7,1016,Sunny
01/06/2018,23,18,28,62,10,1017,Sunny
02/06/2018,23,18,29,62,8,1017,Sunny
03/06/2018,24,18,29,60,6,1016,Lightning 
04/06/2018,21,19,26,81,7,1011,Lightning 
05/06/2018,23,18,29,68,8,1009,Sunny
06/06/2018,23,18,27,62,10,1013,Sunny
07/06/2018,23,19,28,61,9,1015,Rainy 
08/06/2018,21,18,25,76,6,1013,Rainy 
09/06/2018,23,17,29,67,9,1011,Sunny
10/06/2018,26,21,30,60,10,1011,Sunny
11/06/2018,25,19,29,67,6,1010,Rainy 
12/06/2018,24,19,27,70,8,1006,Lightning 
13/06/2018,21,17,25,78,7,1005,Lightning 
14/06/2018,22,18,27,68,6,1008,Rainy 
15/06/2018,23,19,27,61,10,1011,Sunny
16/06/2018,24,20,29,52,8,1012,Sunny
17/06/2018,25,19,30,55,6,1013,Sunny
18/06/2018,25,20,30,57,9,1016,Lightning 
19/06/2018,26,20,30,56,8,1019,Sunny
20/06/2018,27,23,31,53,8,1019,Sunny
21/06/2018,26,21,32,62,5,1016,Sunny
22/06/2018,26,21,30,60,16,1012,Sunny
23/06/2018,24,19,26,46,11,1019,Sunny
24/06/2018,22,17,26,48,9,1017,Sunny
25/06/2018,22,18,26,58,12,1016,Sunny
26/06/2018,23,18,27,48,9,1018,Sunny
27/06/2018,24,16,30,50,9,1014,Sunny
28/06/2018,24,17,29,45,9,1011,Sunny
29/06/2018,28,22,31,38,8,1010,Sunny
30/06/2018,27,20,33,48,8,1009,Sunny
01/07/2018,27,21,32,57,10,1011,Sunny
02/07/2018,26,22,30,61,10,1013,Sunny
03/07/2018,27,21,32,56,9,1013,Lightning 
04/07/2018,25,19,31,70,9,1015,Lightning 
05/07/2018,24,20,29,72,9,1013,Lightning 
06/07/2018,24,18,31,68,7,1013,Lightning 
07/07/2018,26,19,31,64,6,1016,Sunny
08/07/2018,25,19,30,62,8,1016,Sunny
09/07/2018,26,21,30,53,10,1015,Sunny
10/07/2018,26,23,30,55,9,1012,Sunny
11/07/2018,23,20,25,76,14,1011,Lightning 
12/07/2018,24,20,28,74,9,1014,Sunny
13/07/2018,26,21,31,67,6,1016,Sunny
14/07/2018,27,22,31,65,7,1016,Rainy 
15/07/2018,26,19,31,69,6,1014,Rainy 
16/07/2018,23,20,27,74,10,1012,Lightning 
17/07/2018,26,18,32,63,7,1011,Sunny
18/07/2018,28,19,34,51,6,1013,Sunny
19/07/2018,27,19,33,51,7,1012,Sunny
20/07/2018,27,20,32,65,8,1012,Lightning 
21/07/2018,21,19,26,83,8,1012,Lightning 
22/07/2018,24,18,30,71,6,1010,Lightning 
23/07/2018,25,18,31,67,7,1011,Lightning 
24/07/2018,27,21,32,61,7,1013,Sunny
25/07/2018,27,22,31,60,6,1012,Lightning 
26/07/2018,27,22,31,68,10,1011,Lightning 
27/07/2018,26,20,31,70,7,1012,Lightning 
28/07/2018,26,21,31,70,6,1011,Rainy 
29/07/2018,26,19,32,67,5,1013,Sunny
30/07/2018,28,21,34,66,5,1014,Sunny
31/07/2018,29,23,34,66,5,1014,Sunny
01/08/2018,29,23,35,62,8,1015,Lightning 
02/08/2018,27,21,32,63,9,1016,Sunny
03/08/2018,28,22,33,63,7,1017,Sunny
04/08/2018,29,23,33,63,8,1015,Lightning 
05/08/2018,29,23,34,63,6,1015,Rainy 
06/08/2018,29,23,34,65,7,1015,Sunny
07/08/2018,28,23,33,56,9,1014,Lightning 
08/08/2018,28,21,33,64,7,1014,Sunny
09/08/2018,26,22,32,69,7,1016,Lightning 
10/08/2018,26,21,31,67,6,1018,Lightning 
11/08/2018,27,22,31,64,7,1017,Lightning 
12/08/2018,25,21,30,71,10,1017,Lightning 
13/08/2018,24,20,30,77,6,1013,Lightning 
14/08/2018,23,18,28,73,5,1011,Sunny
15/08/2018,24,18,30,68,6,1016,Lightning 
16/08/2018,25,19,30,61,8,1016,Sunny
17/08/2018,25,19,31,62,5,1014,Sunny
18/08/2018,26,19,32,64,5,1017,Sunny
19/08/2018,26,19,33,63,4,1018,Sunny
20/08/2018,29,23,33,52,6,1015,Sunny
21/08/2018,26,20,33,61,4,1016,Sunny
22/08/2018,27,20,34,61,5,1016,Sunny
23/08/2018,27,21,34,59,7,1013,Lightning 
24/08/2018,26,22,32,61,7,1010,Rainy 
25/08/2018,20,17,25,89,12,1008,Lightning 
26/08/2018,20,14,26,72,9,1010,Foggy 
27/08/2018,20,15,26,59,7,1016,Sunny
28/08/2018,22,14,28,68,4,1018,Sunny
29/08/2018,23,16,30,61,5,1016,Sunny
30/08/2018,25,18,30,64,6,1014,Sunny
31/08/2018,21,18,24,75,13,1014,Lightning 
01/09/2018,19,17,22,86,5,1015,Rainy 
02/09/2018,19,16,22,82,7,1016,Rainy 
03/09/2018,21,15,26,72,6,1014,Lightning 
04/09/2018,21,14,28,74,5,1013,Sunny
05/09/2018,22,16,29,70,5,1015,Sunny
06/09/2018,22,17,28,72,6,1012,Lightning 
07/09/2018,21,18,26,78,5,1012,Rainy 
08/09/2018,23,17,28,73,5,1018,Sunny
09/09/2018,23,16,29,71,4,1020,Sunny
10/09/2018,24,18,30,73,4,1021,Sunny
11/09/2018,24,18,31,72,4,1023,Sunny
12/09/2018,24,18,31,73,4,1022,Sunny
13/09/2018,24,19,30,70,6,1015,Rainy 
14/09/2018,24,18,29,73,6,1015,Sunny
15/09/2018,23,19,27,75,7,1019,Sunny
16/09/2018,24,20,28,72,8,1022,Sunny
17/09/2018,22,18,28,76,6,1021,Sunny
18/09/2018,23,19,28,76,4,1019,Sunny
19/09/2018,22,17,28,78,4,1019,Foggy 
20/09/2018,23,17,29,73,4,1019,Sunny
21/09/2018,24,17,30,68,4,1015,Foggy 
22/09/2018,25,19,30,66,6,1015,Sunny
23/09/2018,23,18,29,67,7,1017,Sunny
24/09/2018,24,18,29,50,17,1016,Sunny
25/09/2018,18,15,21,46,11,1031,Sunny
26/09/2018,15,11,19,51,9,1037,Sunny
27/09/2018,15,8,24,66,3,1030,Foggy 
28/09/2018,17,9,26,67,4,1018,Foggy 
29/09/2018,19,11,26,55,8,1018,Sunny
30/09/2018,18,15,22,55,8,1018,Sunny
01/10/2018,14,12,18,85,7,1010,Rainy 
02/10/2018,14,8,20,72,5,1017,Foggy 
03/10/2018,15,8,21,71,4,1021,Sunny
04/10/2018,17,10,23,68,5,1025,Foggy 
05/10/2018,16,10,22,68,5,1023,Rainy 
06/10/2018,17,15,20,77,5,1018,Rainy 
07/10/2018,16,11,23,82,4,1014,Foggy 
08/10/2018,18,13,24,75,4,1019,Sunny
09/10/2018,18,13,24,78,4,1021,Sunny
10/10/2018,19,14,24,73,9,1021,Sunny
11/10/2018,17,15,19,79,9,1021,Rainy 
12/10/2018,19,15,24,81,6,1025,Rainy 
13/10/2018,16,12,22,88,4,1024,Hail
14/10/2018,16,10,22,78,5,1020,Hail
15/10/2018,17,11,22,75,7,1019,Rainy 
16/10/2018,18,13,22,71,6,1020,Sunny
17/10/2018,18,15,21,75,4,1019,Sunny
18/10/2018,17,12,24,77,3,1017,Sunny
19/10/2018,17,12,23,79,4,1018,Foggy 
20/10/2018,17,11,23,79,4,1022,Foggy 
21/10/2018,15,11,20,79,11,1020,Foggy 
22/10/2018,13,7,19,61,5,1023,Sunny
23/10/2018,12,6,19,71,5,1023,Sunny
24/10/2018,21,12,29,43,19,1012,Sunny
25/10/2018,17,12,24,71,9,1015,Sunny
26/10/2018,16,13,17,86,7,1013,Rainy 
27/10/2018,15,14,16,94,14,1002,Rainy 
28/10/2018,16,15,18,94,13,998,Rainy 
29/10/2018,15,13,17,90,23,994,Lightning
30/10/2018,14,11,17,65,13,1006,Sunny
31/10/2018,13,11,14,79,10,1020,Rainy 
01/11/2018,12,10,15,92,10,1017,Rainy 
02/11/2018,13,12,15,95,4,1019,Rainy 
03/11/2018,14,12,17,93,5,1022,Rainy 
04/11/2018,15,11,17,89,5,1016,Rainy 
05/11/2018,15,14,17,91,9,1014,Lightning
06/11/2018,16,14,18,90,16,1014,Rainy 
07/11/2018,15,13,17,90,6,1016,Rainy 
08/11/2018,14,13,17,92,5,1021,Rainy 
09/11/2018,14,12,16,93,4,1019,Rainy 
10/11/2018,13,12,14,95,10,1016,Rainy 
11/11/2018,13,12,14,95,8,1020,Rainy 
12/11/2018,14,13,15,96,5,1026,Rainy 
13/11/2018,14,13,18,93,6,1027,Rainy 
14/11/2018,14,11,16,94,5,1028,Foggy 
15/11/2018,13,10,14,93,4,1026,Foggy 
16/11/2018,11,7,14,73,11,1026,Sunny
17/11/2018,9,5,12,67,5,1026,Sunny
18/11/2018,6,2,10,63,6,1021,Sunny
19/11/2018,5,2,8,72,10,1010,Rainy 
20/11/2018,5,3,7,91,6,1008,Rainy 
21/11/2018,4,1,8,95,6,1014,Rainy 
22/11/2018,9,6,12,90,3,1019,Sunny
23/11/2018,9,8,9,96,6,1021,Rainy 
24/11/2018,9,8,10,95,6,1015,Rainy 
25/11/2018,9,7,12,91,5,1008,Rainy 
26/11/2018,10,8,13,87,6,1000,Rainy 
27/11/2018,9,5,14,85,5,1008,Sunny
28/11/2018,6,1,12,81,4,1019,Foggy 
29/11/2018,5,2,8,85,6,1025,Foggy 
30/11/2018,3,0,6,92,4,1021,Foggy 
01/12/2018,3,-1,7,96,3,1020,Foggy 
02/12/2018,4,1,7,91,6,1019,Foggy 
03/12/2018,7,4,10,85,5,1014,Rainy 
04/12/2018,8,2,15,87,6,1015,Foggy 
05/12/2018,6,0,11,90,5,1024,Snowy
06/12/2018,7,4,10,94,4,1024,Foggy 
07/12/2018,5,2,7,100,4,1020,Rainy 
08/12/2018,10,4,16,62,12,1013,Rainy 
09/12/2018,7,1,13,75,8,1010,Sunny
10/12/2018,7,4,11,58,13,1015,Sunny
11/12/2018,7,1,13,56,9,1018,Sunny
12/12/2018,1,-2,5,82,3,1019,Sunny
13/12/2018,2,0,3,72,4,1017,Sunny
14/12/2018,0,-2,3,89,2,1017,Sunny
15/12/2018,-2,-4,-1,92,3,1019,Foggy 
16/12/2018,1,-1,2,87,3,1019,Rainy 
17/12/2018,3,1,6,88,7,1022,Sunny
18/12/2018,0,-1,1,100,6,1028,Foggy 
19/12/2018,2,0,3,97,5,1024,Snowy
20/12/2018,3,1,6,93,7,1023,Rainy 
21/12/2018,2,0,5,94,8,1026,Foggy 
22/12/2018,5,2,8,90,6,1021,Foggy 
23/12/2018,3,0,4,100,4,1023,Foggy 
24/12/2018,5,1,18,90,10,1018,Foggy 
25/12/2018,2,-3,8,92,6,1029,Foggy 
26/12/2018,1,0,3,100,7,1031,Foggy 
27/12/2018,2,0,5,97,5,1028,Foggy 
28/12/2018,3,-1,9,91,3,1024,Foggy 
29/12/2018,4,-2,11,87,4,1026,Foggy 
30/12/2018,5,0,17,76,10,1024,Foggy 
