Date,Tavg,Tmin ,Tmax,Humidity,Wind speed,Pressure,Phenomenon Weather
14/11/2016,7,4,10,76,7,1028,Rainy 
15/11/2016,5,3,7,78,6,1031,Sunny
16/11/2016,5,0,10,86,4,1025,Foggy 
17/11/2016,6,4,8,90,4,1021,Sunny
18/11/2016,8,7,9,95,5,1018,Rainy 
19/11/2016,8,7,9,98,5,1012,Rainy 
20/11/2016,8,7,9,99,6,1017,Rainy 
21/11/2016,9,8,10,100,5,1017,Rainy 
22/11/2016,11,10,12,100,3,1018,Rainy 
23/11/2016,13,11,15,98,8,1021,Rainy 
24/11/2016,13,12,14,95,11,1018,Rainy 
25/11/2016,13,12,14,96,10,1015,Rainy 
26/11/2016,12,9,15,93,7,1016,Rainy 
27/11/2016,8,5,11,98,7,1013,Foggy 
28/11/2016,9,7,12,90,11,1015,Foggy 
29/11/2016,5,1,7,51,8,1030,Sunny
30/11/2016,3,-1,8,75,7,1031,Sunny
01/12/2016,5,0,12,72,6,1022,Sunny
02/12/2016,10,5,15,69,12,1014,Sunny
03/12/2016,7,4,9,80,5,1021,Sunny
04/12/2016,8,7,9,82,5,1026,Rainy 
05/12/2016,6,5,7,99,5,1028,Foggy 
06/12/2016,6,3,9,94,4,1029,Foggy 
07/12/2016,2,-1,8,98,3,1035,Foggy 
08/12/2016,1,-2,8,97,5,1036,Foggy 
09/12/2016,0,-1,5,100,4,1032,Rainy 
10/12/2016,1,-1,3,100,5,1028,Foggy 
11/12/2016,3,-1,8,98,6,1021,Foggy 
12/12/2016,3,1,5,98,4,1021,Foggy 
13/12/2016,3,2,5,98,4,1028,Foggy 
14/12/2016,2,2,3,100,6,1027,Foggy 
15/12/2016,2,1,3,98,3,1028,Foggy 
16/12/2016,3,2,5,97,4,1032,Foggy 
17/12/2016,0,-2,2,100,6,1038,Foggy 
18/12/2016,-1,-2,0,100,6,1033,Foggy 
19/12/2016,1,-1,4,97,5,1030,Rainy 
20/12/2016,6,3,8,93,6,1027,Rainy 
21/12/2016,7,4,11,96,7,1029,Rainy 
22/12/2016,4,0,6,100,4,1030,Foggy 
23/12/2016,3,0,6,100,4,1032,Foggy 
24/12/2016,3,-1,10,93,5,1028,Foggy 
25/12/2016,3,-1,8,92,4,1025,Foggy 
26/12/2016,6,0,12,88,5,1027,Foggy 
27/12/2016,11,2,20,46,11,1030,Foggy 
28/12/2016,5,0,12,62,7,1033,Sunny
29/12/2016,5,0,9,71,10,1037,Sunny
30/12/2016,2,-2,8,88,4,1038,Foggy 
31/12/2016,1,-4,7,91,4,1032,Foggy 
01/01/2017,-1,-5,8,94,4,1025,Foggy 
02/01/2017,2,-1,7,85,4,1019,Foggy 
03/01/2017,3,-3,8,86,6,1021,Foggy 
04/01/2017,4,-3,10,73,9,1013,Foggy 
05/01/2017,7,3,9,24,23,1017,Sunny
06/01/2017,1,-3,4,31,9,1027,Sunny
07/01/2017,-2,-6,3,52,5,1029,Sunny
08/01/2017,-2,-4,2,61,5,1025,Sunny
09/01/2017,-1,-6,5,69,5,1022,Sunny
10/01/2017,0,-2,1,72,7,1015,Snowy 
11/01/2017,0,-1,0,60,8,1019,Sunny
12/01/2017,0,-1,2,76,10,1017,Rainy 
13/01/2017,2,-1,7,72,12,1003,Rainy 
14/01/2017,4,-1,8,45,10,1009,Sunny
15/01/2017,3,-1,9,50,6,1016,Sunny
16/01/2017,0,-4,6,46,5,1016,Sunny
17/01/2017,2,-3,7,44,4,1019,Sunny
18/01/2017,1,-4,7,54,4,1025,Sunny
19/01/2017,2,-3,7,61,4,1030,Sunny
20/01/2017,1,-4,7,68,3,1032,Sunny
21/01/2017,1,-4,7,71,3,1031,Sunny
22/01/2017,2,-4,9,67,5,1028,Sunny
23/01/2017,3,-3,9,61,5,1023,Sunny
24/01/2017,3,-3,10,68,5,1018,Sunny
25/01/2017,3,-2,8,57,6,1023,Sunny
26/01/2017,,,,,,,Sunny
27/01/2017,2,-3,5,67,4,1029,Sunny
28/01/2017,2,-2,6,75,4,1026,Sunny
29/01/2017,1,-4,7,88,2,1025,Foggy 
30/01/2017,3,-1,5,82,3,1023,Sunny
31/01/2017,4,3,4,97,3,1021,Rainy 
01/02/2017,5,4,5,99,3,1020,Rainy 
02/02/2017,5,5,6,100,4,1021,Rainy 
03/02/2017,6,5,8,99,6,1013,Rainy 
04/02/2017,6,6,7,99,7,1009,Rainy 
05/02/2017,4,2,5,99,7,1005,Rainy 
06/02/2017,6,4,9,97,7,1004,Rainy 
07/02/2017,8,4,12,87,7,1014,Foggy 
08/02/2017,6,4,8,85,9,1017,Foggy 
09/02/2017,6,4,7,64,7,1022,Sunny
10/02/2017,4,3,6,82,8,1022,Rainy 
11/02/2017,5,4,7,91,2,1024,Rainy 
12/02/2017,6,5,9,94,5,1027,Rainy 
13/02/2017,6,3,8,94,7,1029,Foggy 
14/02/2017,8,5,13,69,7,1033,Sunny
15/02/2017,6,1,14,85,5,1035,Foggy 
16/02/2017,8,1,15,76,3,1030,Foggy 
17/02/2017,9,2,15,82,6,1023,Foggy 
18/02/2017,6,4,10,93,7,1024,Foggy 
19/02/2017,6,3,10,90,5,1024,Foggy 
20/02/2017,5,3,9,96,5,1023,Foggy 
21/02/2017,8,3,15,84,7,1019,Foggy 
22/02/2017,6,3,11,97,7,1018,Foggy 
23/02/2017,6,3,8,99,4,1015,Rainy 
24/02/2017,9,7,17,97,6,1008,Rainy 
25/02/2017,8,5,13,70,9,1021,Foggy 
26/02/2017,7,0,14,66,4,1020,Sunny
27/02/2017,8,5,11,68,8,1016,Rainy 
28/02/2017,8,6,10,93,10,1004,Rainy 
01/03/2017,11,5,16,48,11,1009,Sunny
02/03/2017,10,4,16,68,6,1015,Sunny
03/03/2017,8,7,9,87,6,1018,Rainy 
04/03/2017,9,8,11,93,16,1006,Rainy 
05/03/2017,10,6,14,70,6,1007,Sunny
06/03/2017,9,3,13,77,7,1004,Rainy 
07/03/2017,12,6,17,31,19,1008,Sunny
08/03/2017,10,2,16,34,6,1020,Sunny
09/03/2017,11,3,20,48,6,1018,Sunny
10/03/2017,15,5,22,32,15,1016,Sunny
11/03/2017,12,6,16,34,9,1019,Sunny
12/03/2017,11,7,15,43,8,1015,Sunny
13/03/2017,10,5,15,55,6,1022,Sunny
14/03/2017,12,4,19,56,4,1027,Sunny
15/03/2017,13,8,18,54,6,1027,Sunny
16/03/2017,12,6,19,61,3,1023,Foggy 
17/03/2017,14,6,21,63,8,1017,Sunny
18/03/2017,15,12,21,62,13,1010,Sunny
19/03/2017,15,12,19,67,11,1010,Sunny
20/03/2017,14,10,18,72,5,1013,Sunny
21/03/2017,14,11,16,77,7,1011,Sunny
22/03/2017,13,11,16,87,13,1011,Rainy 
23/03/2017,13,11,14,93,12,1016,Rainy 
24/03/2017,13,11,16,86,5,1023,Rainy 
25/03/2017,14,9,20,84,9,1020,Lightning 
26/03/2017,12,10,15,81,9,1018,Rainy 
27/03/2017,11,8,16,59,8,1025,Sunny
28/03/2017,12,5,20,62,4,1024,Foggy 
29/03/2017,15,6,23,57,4,1023,Sunny
30/03/2017,16,8,24,57,3,1024,Sunny
31/03/2017,17,10,23,56,4,1022,Sunny
01/04/2017,16,12,21,52,8,1015,Lightning 
02/04/2017,14,10,18,73,7,1015,Rainy 
03/04/2017,17,9,24,58,7,1018,Foggy 
04/04/2017,16,9,23,53,5,1015,Sunny
05/04/2017,14,11,17,76,9,1018,Lightning 
06/04/2017,15,8,21,58,9,1015,Sunny
07/04/2017,14,11,19,65,7,1018,Sunny
08/04/2017,15,9,22,64,5,1021,Foggy 
09/04/2017,16,11,23,63,6,1023,Foggy 
10/04/2017,19,11,25,55,5,1020,Sunny
11/04/2017,18,12,24,56,6,1016,Sunny
12/04/2017,18,14,22,58,9,1018,Sunny
13/04/2017,19,14,25,55,12,1011,Sunny
14/04/2017,17,11,23,60,7,1012,Sunny
15/04/2017,18,13,22,59,7,1012,Lightning 
16/04/2017,18,10,24,53,9,1012,Foggy 
17/04/2017,15,10,20,52,10,1014,Sunny
18/04/2017,12,8,17,46,17,1012,Sunny
19/04/2017,12,8,16,17,18,1018,Sunny
20/04/2017,11,1,18,26,9,1023,Sunny
21/04/2017,12,6,18,29,8,1027,Sunny
22/04/2017,14,6,22,45,9,1020,Sunny
23/04/2017,16,7,22,60,8,1016,Foggy 
24/04/2017,15,13,17,64,9,1018,Sunny
25/04/2017,16,13,18,68,8,1012,Rainy 
26/04/2017,12,11,15,90,12,1007,Rainy 
27/04/2017,13,11,15,94,5,1006,Rainy 
28/04/2017,12,8,18,62,12,1005,Lightning 
29/04/2017,13,6,18,44,6,1015,Sunny
30/04/2017,14,7,19,48,8,1015,Sunny
01/05/2017,11,8,14,74,11,1012,Lightning 
01/05/2017,11,8,14,74,11,1012,Lightning 
02/05/2017,12,5,18,75,8,1016,Rainy 
02/05/2017,12,5,18,75,8,1016,Rainy 
03/05/2017,12,10,15,83,6,1018,Rainy 
03/05/2017,12,10,15,83,6,1018,Rainy 
04/05/2017,13,10,17,83,4,1016,Lightning 
04/05/2017,13,10,17,83,4,1016,Lightning 
05/05/2017,15,9,22,71,7,1016,Foggy 
05/05/2017,15,9,22,71,7,1016,Foggy 
06/05/2017,14,12,16,78,8,1014,Rainy 
06/05/2017,14,12,16,78,8,1014,Rainy 
07/05/2017,13,11,18,86,6,1011,Rainy 
07/05/2017,13,11,18,86,6,1011,Rainy 
08/05/2017,16,9,23,70,6,1010,Rainy 
08/05/2017,16,9,23,70,6,1010,Rainy 
09/05/2017,17,12,22,64,10,1009,Lightning 
09/05/2017,17,12,22,64,10,1009,Lightning 
10/05/2017,15,13,19,70,11,1011,Sunny
10/05/2017,15,13,19,70,11,1011,Sunny
11/05/2017,15,13,17,77,12,1008,Lightning 
11/05/2017,15,13,17,77,12,1008,Lightning 
12/05/2017,17,14,21,81,6,1007,Rainy 
12/05/2017,17,14,21,81,6,1007,Rainy 
13/05/2017,19,12,25,66,9,1012,Sunny
13/05/2017,19,12,25,66,9,1012,Sunny
14/05/2017,20,16,25,64,8,1019,Sunny
14/05/2017,20,16,25,64,8,1019,Sunny
15/05/2017,21,13,26,59,7,1024,Sunny
15/05/2017,21,13,26,59,7,1024,Sunny
16/05/2017,21,15,27,52,7,1026,Sunny
16/05/2017,21,15,27,52,7,1026,Sunny
17/05/2017,23,17,28,48,8,1021,Sunny
17/05/2017,23,17,28,48,8,1021,Sunny
18/05/2017,23,18,26,48,11,1016,Sunny
18/05/2017,23,18,26,48,11,1016,Sunny
19/05/2017,19,14,23,66,13,1012,Rainy 
19/05/2017,19,14,23,66,13,1012,Rainy 
20/05/2017,18,14,24,58,7,1015,Lightning 
20/05/2017,18,14,24,58,7,1015,Lightning 
21/05/2017,20,11,27,52,5,1019,Foggy 
21/05/2017,20,11,27,52,5,1019,Foggy 
22/05/2017,22,14,28,44,5,1017,Sunny
22/05/2017,22,14,28,44,5,1017,Sunny
23/05/2017,24,15,30,44,9,1016,Sunny
23/05/2017,24,15,30,44,9,1016,Sunny
24/05/2017,25,16,32,44,8,1015,Sunny
24/05/2017,25,16,32,44,8,1015,Sunny
25/05/2017,23,19,26,54,12,1016,Sunny
25/05/2017,23,19,26,54,12,1016,Sunny
26/05/2017,23,18,27,42,10,1018,Sunny
26/05/2017,23,18,27,42,10,1018,Sunny
27/05/2017,24,18,29,46,7,1019,Sunny
27/05/2017,24,18,29,46,7,1019,Sunny
28/05/2017,25,20,30,43,7,1020,Sunny
28/05/2017,25,20,30,43,7,1020,Sunny
29/05/2017,26,19,32,43,7,1016,Sunny
29/05/2017,26,19,32,43,7,1016,Sunny
30/05/2017,26,17,31,41,8,1015,Sunny
30/05/2017,26,17,31,41,8,1015,Sunny
31/05/2017,25,20,31,36,10,1018,Sunny
31/05/2017,25,20,31,36,10,1018,Sunny
01/06/2017,25,17,30,39,7,1018,Sunny
02/06/2017,25,18,30,39,7,1017,Sunny
03/06/2017,25,19,31,47,8,1014,Sunny
04/06/2017,24,20,29,56,8,1011,Sunny
05/06/2017,21,18,26,66,12,1011,Lightning 
06/06/2017,20,17,25,76,10,1008,Lightning 
07/06/2017,21,13,28,52,6,1012,Foggy 
08/06/2017,21,15,26,51,10,1020,Sunny
09/06/2017,22,17,27,53,6,1017,Sunny
10/06/2017,25,17,30,51,6,1016,Sunny
11/06/2017,26,21,30,47,8,1018,Sunny
12/06/2017,27,21,32,47,7,1015,Sunny
13/06/2017,28,21,33,45,7,1013,Sunny
14/06/2017,27,22,32,52,6,1013,Lightning 
15/06/2017,25,21,30,73,7,1015,Rainy 
16/06/2017,29,21,35,50,7,1014,Sunny
17/06/2017,28,23,32,41,10,1014,Sunny
18/06/2017,25,21,29,41,13,1019,Sunny
19/06/2017,26,20,31,39,8,1021,Sunny
20/06/2017,27,20,32,43,7,1017,Sunny
21/06/2017,28,22,33,40,8,1015,Sunny
22/06/2017,28,22,34,49,7,1016,Sunny
23/06/2017,28,23,33,59,13,1015,Sunny
24/06/2017,29,24,33,57,8,1014,Sunny
25/06/2017,26,19,31,65,8,1011,Lightning 
26/06/2017,25,21,30,67,8,1013,Lightning 
27/06/2017,24,20,28,66,9,1010,Lightning 
28/06/2017,22,18,28,75,11,1002,Lightning 
29/06/2017,20,17,26,78,9,1001,Lightning 
30/06/2017,21,17,26,58,10,1008,Lightning 
01/07/2017,21,15,26,57,8,1012,Sunny
02/07/2017,23,16,29,55,7,1014,Sunny
03/07/2017,25,19,30,46,7,1017,Sunny
04/07/2017,25,20,30,54,8,1019,Sunny
05/07/2017,26,21,32,52,6,1018,Sunny
06/07/2017,28,20,34,42,6,1018,Sunny
07/07/2017,28,22,33,40,7,1017,Sunny
08/07/2017,29,21,34,45,5,1015,Sunny
09/07/2017,27,24,31,56,7,1013,Rainy 
10/07/2017,27,22,31,60,8,1011,Lightning 
11/07/2017,25,20,29,70,5,1013,Lightning 
12/07/2017,25,20,30,65,6,1013,Sunny
13/07/2017,27,20,32,60,9,1012,Sunny
14/07/2017,24,20,27,70,12,1012,Lightning 
15/07/2017,25,20,30,53,7,1014,Sunny
16/07/2017,24,21,28,45,11,1020,Sunny
17/07/2017,25,20,29,38,8,1021,Sunny
18/07/2017,26,19,31,43,5,1019,Sunny
19/07/2017,26,19,32,45,6,1016,Sunny
20/07/2017,26,20,31,46,6,1013,Sunny
21/07/2017,26,21,31,56,7,1012,Lightning 
22/07/2017,26,20,32,56,5,1013,Sunny
23/07/2017,27,21,32,53,9,1013,Sunny
24/07/2017,24,21,27,62,8,1005,Lightning 
25/07/2017,25,16,30,30,10,1004,Sunny
26/07/2017,24,15,31,37,14,1005,Sunny
27/07/2017,25,18,30,37,9,1009,Sunny
28/07/2017,26,19,31,52,6,1011,Sunny
29/07/2017,26,21,31,60,7,1016,Lightning 
30/07/2017,25,19,31,68,8,1016,Lightning 
31/07/2017,26,20,32,62,5,1017,Sunny
01/08/2017,29,22,34,56,5,1018,Sunny
02/08/2017,30,23,37,55,5,1017,Sunny
03/08/2017,30,24,35,46,6,1015,Sunny
04/08/2017,31,24,37,41,7,1011,Sunny
05/08/2017,31,24,36,43,5,1011,Sunny
06/08/2017,28,23,31,56,9,1011,Lightning 
07/08/2017,26,21,30,49,10,1016,Sunny
08/08/2017,26,22,30,51,13,1013,Rainy 
09/08/2017,28,21,32,53,6,1012,Sunny
10/08/2017,24,20,31,62,6,1011,Lightning 
11/08/2017,21,18,24,57,11,1011,Lightning 
12/08/2017,23,15,30,47,7,1014,Sunny
13/08/2017,23,15,30,46,5,1017,Sunny
14/08/2017,25,17,31,47,6,1019,Sunny
15/08/2017,26,19,32,47,5,1019,Sunny
16/08/2017,27,21,33,49,5,1018,Sunny
17/08/2017,28,21,33,48,6,1017,Sunny
18/08/2017,28,22,34,50,7,1016,Lightning 
19/08/2017,26,21,31,59,7,1012,Lightning 
20/08/2017,23,19,28,51,8,1017,Sunny
21/08/2017,23,18,28,45,10,1019,Sunny
22/08/2017,23,19,28,42,9,1019,Sunny
23/08/2017,24,19,30,48,7,1017,Sunny
24/08/2017,25,18,32,51,6,1018,Sunny
25/08/2017,26,20,32,54,5,1019,Sunny
26/08/2017,27,21,33,54,5,1017,Sunny
27/08/2017,28,21,34,52,6,1015,Sunny
28/08/2017,27,22,33,52,5,1014,Rainy 
29/08/2017,26,20,31,47,10,1016,Sunny
30/08/2017,27,22,33,45,6,1015,Sunny
31/08/2017,25,22,30,55,8,1014,Rainy 
01/09/2017,23,19,28,63,9,1010,Lightning 
02/09/2017,16,15,19,76,10,1010,Lightning 
03/09/2017,19,12,25,61,4,1011,Foggy 
04/09/2017,20,15,26,54,6,1016,Sunny
05/09/2017,22,15,27,57,5,1019,Sunny
06/09/2017,22,17,27,62,5,1016,Sunny
07/09/2017,23,19,29,63,8,1011,Lightning 
08/09/2017,20,17,24,70,9,1012,Lightning 
09/09/2017,20,17,25,70,13,1003,Rainy 
10/09/2017,16,14,17,92,14,1002,Rainy 
11/09/2017,19,15,24,80,6,1002,Rainy 
12/09/2017,20,16,26,69,11,1006,Lightning 
13/09/2017,19,14,24,64,7,1018,Sunny
14/09/2017,19,14,20,72,8,1012,Rainy 
15/09/2017,15,9,19,71,5,1011,Rainy 
16/09/2017,16,12,20,79,7,1010,Lightning 
17/09/2017,16,12,21,73,8,1011,Lightning 
18/09/2017,14,10,18,79,4,1014,Sunny
19/09/2017,15,11,20,72,5,1012,Foggy 
20/09/2017,16,9,23,59,6,1015,Foggy 
21/09/2017,16,9,23,56,4,1018,Sunny
22/09/2017,17,11,23,63,5,1020,Sunny
23/09/2017,18,13,24,70,5,1020,Foggy 
24/09/2017,19,15,24,72,8,1018,Lightning 
25/09/2017,18,14,22,65,8,1019,Sunny
26/09/2017,17,13,22,68,6,1021,Sunny
27/09/2017,19,15,24,64,6,1023,Sunny
28/09/2017,18,14,23,69,6,1025,Sunny
29/09/2017,18,14,21,66,7,1024,Sunny
30/09/2017,18,16,19,60,9,1020,Sunny
01/10/2017,16,13,17,69,7,1021,Rainy 
02/10/2017,16,12,20,72,3,1023,Sunny
03/10/2017,16,13,19,80,4,1020,Sunny
04/10/2017,16,12,21,84,4,1024,Foggy 
05/10/2017,18,11,23,75,6,1017,Foggy 
06/10/2017,18,12,24,60,12,1010,Foggy 
07/10/2017,14,7,22,57,6,1019,Foggy 
08/10/2017,17,10,22,52,7,1015,Sunny
09/10/2017,15,10,21,71,3,1017,Sunny
10/10/2017,16,11,22,68,3,1019,Sunny
11/10/2017,16,10,21,71,5,1022,Foggy 
12/10/2017,16,11,23,74,3,1024,Foggy 
13/10/2017,16,10,23,78,2,1026,Foggy 
14/10/2017,16,10,23,80,3,1027,Foggy 
15/10/2017,16,10,25,81,3,1028,Foggy 
16/10/2017,16,10,25,79,3,1027,Foggy 
17/10/2017,15,9,22,81,2,1024,Foggy 
18/10/2017,15,9,21,80,2,1019,Foggy 
19/10/2017,13,11,14,95,4,1019,Foggy 
20/10/2017,13,11,15,93,6,1020,Foggy 
21/10/2017,14,12,16,88,2,1020,Rainy 
22/10/2017,15,14,18,75,6,1013,Rainy 
23/10/2017,16,6,22,37,12,1014,Sunny
24/10/2017,15,7,20,42,6,1019,Sunny
25/10/2017,13,6,20,64,4,1025,Sunny
26/10/2017,13,7,21,70,4,1025,Foggy 
27/10/2017,15,9,22,67,8,1017,Foggy 
28/10/2017,13,7,18,69,6,1018,Foggy 
29/10/2017,15,10,20,54,14,1007,Sunny
30/10/2017,14,8,19,64,5,1016,Sunny
31/10/2017,12,8,17,67,3,1023,Sunny
01/11/2017,10,5,16,78,3,1024,Foggy 
02/11/2017,11,6,16,79,5,1020,Foggy 
03/11/2017,13,10,19,72,3,1016,Sunny
04/11/2017,13,12,14,75,3,1018,Sunny
05/11/2017,12,9,13,94,13,1008,Lightning 
06/11/2017,9,7,12,88,7,1009,Rainy 
07/11/2017,9,7,11,91,6,1012,Rainy 
08/11/2017,10,9,12,89,8,1015,Rainy 
09/11/2017,10,9,11,95,5,1020,Rainy 
10/11/2017,9,5,13,91,7,1020,Foggy 
11/11/2017,6,4,9,100,5,1014,Foggy 
12/11/2017,7,6,8,99,8,1006,Rainy 
13/11/2017,7,3,10,78,9,1001,Sunny
14/11/2017,8,3,13,67,6,1016,Sunny
15/11/2017,6,1,13,68,6,1021,Sunny
16/11/2017,9,6,14,63,6,1020,Sunny
17/11/2017,7,1,13,78,4,1018,Foggy 
18/11/2017,6,2,13,85,5,1018,Foggy 
19/11/2017,7,1,14,83,6,1013,Foggy 
20/11/2017,6,1,12,83,6,1019,Foggy 
21/11/2017,9,6,16,77,6,1018,Sunny
22/11/2017,9,6,12,81,6,1020,Sunny
23/11/2017,9,7,12,86,7,1020,Sunny
24/11/2017,9,7,10,95,8,1021,Rainy 
25/11/2017,9,8,9,98,7,1014,Rainy 
26/11/2017,8,2,13,57,11,1016,Sunny
27/11/2017,2,-2,8,81,4,1024,Foggy 
28/11/2017,3,0,5,82,3,1016,Rainy 
29/11/2017,4,3,4,79,4,1006,Rainy 
30/11/2017,5,0,11,60,9,1002,Rainy 
01/12/2017,3,-1,7,74,6,1011,Rainy 
02/12/2017,5,2,6,64,6,1016,Rainy 
03/12/2017,2,-3,7,80,3,1020,Foggy 
04/12/2017,1,-3,5,86,3,1026,Foggy 
05/12/2017,2,-3,7,80,3,1032,Foggy 
06/12/2017,4,-2,12,84,4,1032,Foggy 
07/12/2017,5,0,7,83,5,1028,Foggy 
08/12/2017,5,4,7,83,6,1015,Sunny
09/12/2017,6,-1,9,25,14,1012,Sunny
10/12/2017,0,-2,2,67,4,1011,Rainy 
11/12/2017,1,0,1,99,5,999,Rainy 
12/12/2017,3,0,6,96,5,1008,Foggy 
13/12/2017,3,0,8,91,6,1016,Foggy 
14/12/2017,4,2,8,83,5,1007,Sunny
15/12/2017,2,-1,5,94,7,999,Foggy 
16/12/2017,2,-2,7,91,7,1007,Sunny
17/12/2017,3,-3,10,69,6,1019,Foggy 
18/12/2017,0,-3,4,66,4,1024,Sunny
19/12/2017,0,-3,5,73,5,1031,Sunny
20/12/2017,0,-2,4,82,5,1032,Foggy 
21/12/2017,0,-5,5,84,4,1033,Foggy 
22/12/2017,1,-2,4,83,4,1031,Sunny
23/12/2017,3,-3,11,80,5,1030,Foggy 
24/12/2017,4,-3,13,85,5,1028,Foggy 
25/12/2017,5,-2,11,89,4,1025,Rainy 
26/12/2017,5,4,6,97,6,1016,Rainy 
27/12/2017,5,3,6,99,9,994,Rainy 
28/12/2017,6,3,12,58,11,992,Rainy 
29/12/2017,4,0,8,41,6,1010,Sunny
30/12/2017,4,0,8,69,5,1016,Sunny
31/12/2017,3,-2,5,85,3,1020,Rainy 
01/01/2018,3,2,5,94,5,1012,Rainy 
02/01/2018,6,2,14,72,8,1014,Sunny
03/01/2018,4,-1,8,73,6,1010,Rainy 
04/01/2018,6,2,12,75,6,1007,Sunny
05/01/2018,5,2,8,89,5,1009,Rainy 
06/01/2018,7,6,8,99,4,1013,Rainy 
07/01/2018,8,7,9,99,7,1019,Rainy 
08/01/2018,11,8,13,93,15,1021,Rainy 
09/01/2018,11,9,12,89,11,1018,Lightning 
10/01/2018,8,7,10,91,7,1015,Rainy 
11/01/2018,7,5,9,94,5,1013,Rainy 
12/01/2018,7,5,11,83,6,1020,Foggy 
13/01/2018,4,0,10,88,5,1022,Foggy 
14/01/2018,3,-1,8,93,4,1022,Foggy 
15/01/2018,3,1,5,98,5,1022,Rainy 
16/01/2018,4,0,6,96,5,1009,Rainy 
17/01/2018,5,-1,11,74,9,1006,Foggy 
18/01/2018,6,-1,12,57,7,1013,Sunny
19/01/2018,6,0,13,69,6,1009,Sunny
20/01/2018,4,-2,7,83,6,1011,Foggy 
21/01/2018,7,1,15,60,10,1007,Sunny
22/01/2018,6,2,9,59,7,1015,Sunny
23/01/2018,4,-1,9,80,6,1022,Foggy 
24/01/2018,6,3,10,77,7,1031,Sunny
25/01/2018,6,6,7,90,4,1026,Rainy 
26/01/2018,6,5,8,95,6,1023,Rainy 
27/01/2018,7,3,10,96,8,1030,Rainy 
28/01/2018,4,1,6,100,4,1034,Foggy 
29/01/2018,4,2,5,100,3,1032,Foggy 
30/01/2018,2,0,5,100,6,1028,Foggy 
31/01/2018,6,5,7,100,4,1022,Rainy 
01/02/2018,6,6,7,100,8,1005,Rainy 
02/02/2018,6,5,7,94,7,1004,Sunny
03/02/2018,5,2,8,82,6,1003,Sunny
04/02/2018,4,-1,7,79,5,1014,Rainy 
05/02/2018,5,4,6,80,8,1021,Rainy 
06/02/2018,4,2,6,91,7,1015,Rainy 
07/02/2018,5,2,9,86,6,1007,Rainy 
08/02/2018,6,0,10,85,5,1013,Foggy 
09/02/2018,7,5,11,80,6,1015,Rainy 
10/02/2018,6,3,10,80,8,1012,Rainy 
11/02/2018,5,1,8,82,5,1011,Foggy 
12/02/2018,5,2,9,76,8,1010,Sunny
13/02/2018,4,0,8,67,5,1013,Sunny
14/02/2018,3,-2,8,58,5,1015,Sunny
15/02/2018,3,-1,8,63,4,1022,Sunny
16/02/2018,4,0,7,70,5,1024,Sunny
17/02/2018,6,2,8,70,5,1022,Sunny
18/02/2018,5,2,8,85,7,1019,Rainy 
19/02/2018,5,2,6,68,6,1018,Rainy 
20/02/2018,4,2,8,69,4,1010,Sunny
21/02/2018,5,0,9,68,6,1009,Sunny
22/02/2018,4,3,5,78,4,1008,Rainy 
23/02/2018,3,1,4,94,5,1009,Rainy 
24/02/2018,6,4,10,81,4,1010,Rainy 
25/02/2018,2,0,7,75,20,1013,Snowy 
26/02/2018,-2,-3,-1,55,9,1013,Sunny
27/02/2018,-3,-5,0,56,4,1011,Sunny
28/02/2018,-3,-5,0,63,7,1016,Sunny
01/03/2018,-2,-3,0,95,5,1000,Sunny
02/03/2018,0,-1,2,95,7,986,Sunny
03/03/2018,1,-3,2,98,6,986,Sunny
04/03/2018,2,0,5,96,6,991,Sunny
05/03/2018,5,2,9,95,5,986,Sunny
06/03/2018,6,4,8,95,5,980,Sunny
07/03/2018,6,3,9,95,7,986,Sunny
08/03/2018,8,0,15,73,5,996,Sunny
09/03/2018,10,6,15,67,6,1002,Rainy 
10/03/2018,10,9,11,93,5,1001,Rainy 
11/03/2018,9,7,10,98,8,991,Sunny
12/03/2018,9,7,13,88,8,989,Sunny
13/03/2018,11,6,17,76,5,993,Foggy 
14/03/2018,12,4,18,60,8,996,Foggy 
15/03/2018,8,7,9,88,10,992,Sunny
16/03/2018,10,7,15,77,8,989,Foggy 
17/03/2018,9,7,10,93,7,982,Sunny
18/03/2018,7,6,9,93,11,983,Sunny
19/03/2018,5,3,6,90,10,988,Sunny
20/03/2018,6,3,9,77,9,993,Sunny
21/03/2018,6,1,8,65,8,1004,Rainy 
22/03/2018,6,2,10,56,7,1001,Rainy 
23/03/2018,7,0,13,63,7,990,Rainy 
24/03/2018,8,5,12,61,12,990,Foggy 
25/03/2018,9,5,13,56,8,994,Sunny
26/03/2018,10,3,16,59,6,996,Sunny
27/03/2018,11,4,18,56,6,998,Sunny
28/03/2018,12,7,16,69,6,997,Sunny
29/03/2018,12,10,14,81,7,993,Sunny
30/03/2018,13,9,18,75,12,991,Sunny
31/03/2018,11,8,15,76,11,984,Sunny
01/04/2018,13,3,19,47,11,1005,Sunny
02/04/2018,12,4,16,51,6,1015,Sunny
03/04/2018,12,8,15,66,4,1017,Rainy 
04/04/2018,10,9,11,95,8,1015,Rainy 
05/04/2018,13,9,17,81,10,1014,Rainy 
06/04/2018,14,8,19,72,6,1019,Sunny
07/04/2018,15,9,19,67,6,1018,Sunny
08/04/2018,15,11,19,60,10,1015,Sunny
09/04/2018,13,11,15,79,6,1010,Rainy 
10/04/2018,11,9,14,92,7,1009,Lightning 
